Adj Close,SMA_14,EMA_14,RSI,BB_upper,BB_middle,BB_lower,USD_JPY,VIX,Gold,Oil,Monthly_Return
-0.7950563322859328,-0.8761628273566819,-0.8792861775444076,-0.10712736776937914,-0.8606546659978661,-0.8791064108552282,-0.8851061477476825,0.007953035991920654,-0.6524813224089846,-0.9955790588797606,-0.7950563322859328,-0.0505337811986066
-0.7983416748509296,-0.8768655252397847,-0.8800043504507702,-0.2014707850014914,-0.8609527094079337,-0.8791769314569222,-0.8849615889485118,-0.009262401535128806,-0.6674371136087479,-0.9958948593179276,-0.7983416748509296,-0.20470142895470705
-0.8075719656377637,-0.8775436886269559,-0.8806907369964144,-0.2186121677972157,-0.8615909213440058,-0.8793452358530406,-0.8846855478801667,-0.019203627153444813,-0.6633582661783906,-0.9966053621194219,-0.8075719656377637,-0.15237912152019395
-0.8224343063527335,-0.8779765816522608,-0.8808763156973933,-0.0749202896310146,-0.8619571836577348,-0.8795193466032059,-0.8846773205325685,-0.033024481787322646,-0.6973487478736337,-1.0,-0.8224343063527335,-0.06435889423216924
-0.8168022564245978,-0.879035329124237,-0.8819771807912644,-0.31815465650312813,-0.8636456980022338,-0.8799561310483139,-0.8839305368693244,-0.03059980614804303,-0.647042824591602,-0.9975526911573505,-0.8168022564245978,-0.31368763241833797
-0.8634230279596976,-0.908566902476375,-0.9108378371329765,-0.4380344650203323,-0.9013959267576048,-0.9077232371505923,-0.90211071540447,0.14106989298184258,-0.4387491569123809,-0.9962895857734456,-0.8634230279596976,0.01932088139631377
-0.8678035145526503,-0.9101793747108708,-0.9130252558810692,-0.5712626733119054,-0.9043874528841235,-0.9094003150152453,-0.9025375250534837,0.126521469164377,-0.40666218575897306,-0.9957369590988441,-0.8678035145526503,-0.35134247557676157
-0.8537234195719345,-0.9122350243378131,-0.915542973100637,-0.6423950494479181,-0.9083418875734021,-0.9109777634892722,-0.9018628826763639,0.1464041053919014,-0.38028553876963456,-0.994631729841832,-0.8537234195719345,-0.2739314035717594
-0.8581038763252635,-0.9143168173461953,-0.918090468673836,-0.6819622381887871,-0.9123049820252085,-0.9127162437975688,-0.9014920464991927,0.16434711210253905,-0.3555404722447263,-0.9952632825337844,-0.8581038763252635,-0.22026101463450592
-0.8459011412671342,-0.9160162439956002,-0.9192210868595827,-0.4008010874244683,-0.9141026459033914,-0.9139450428896108,-0.9021767028279618,0.1417972771745375,-0.42053025664911625,-0.9949475061878081,-0.8459011412671342,0.09701389880363684
-0.8433980145967681,-0.917694515211871,-0.9197328943722511,-0.2928295408733399,-0.9146774600791465,-0.915318331911173,-0.9042949576469146,0.1376753100886723,-0.4588715158521218,-0.994631729841832,-0.8433980145967681,-0.04032462126541167
-0.8388610788569646,-0.9191206732624959,-0.9194166573240715,-0.13103638605157797,-0.914625568731777,-0.9162620035053342,-0.9061721415896753,0.12555174690137916,-0.5132562865645108,-0.9953422326433261,-0.8388610788569646,0.02006504978200324
-0.8623279137713653,-0.9211306490895508,-0.9201909333834621,-0.2922118982524937,-0.9156416339810589,-0.9173009572125153,-0.9072263813584508,0.1282187606109617,-0.471380040085958,-0.9963685117907966,-0.8623279137713653,-0.3575968401598018
-0.8607634521424805,-0.9224232031101083,-0.9207209109117347,-0.2620493480553583,-0.9162304774178991,-0.9183651373957533,-0.9087325465950662,0.16240729759475725,-0.4553365285765745,-0.9970790386844816,-0.8607634521424805,-0.11045462456495035
-0.8599812362478501,-0.9226069104155799,-0.9207922937059718,-0.17842897462969876,-0.9164878440155886,-0.919163155222295,-0.9100357848363088,0.22423754384631023,-0.4697485114868867,-0.9977895414859758,-0.8599812362478501,-0.058192698405573576
-0.8726533187465317,-0.9235482798105872,-0.9216524515776652,-0.30364181976927385,-0.9170087191059282,-0.920399293910978,-0.9119392181922429,0.2341787694646258,-0.39986408941992446,-0.999605273544482,-0.8726533187465317,-0.30810852951670253
-0.8632665788128467,-0.9247372945889258,-0.9236193883612838,-0.4647850934058475,-0.9182800640649968,-0.922258816234147,-0.914342353946316,0.2072644443895637,-0.30441875873047963,-0.9986579445065534,-0.8632665788128467,-0.4025510106533274
-0.8487171363915785,-0.9258526716049669,-0.9251766028963004,-0.4307885210115405,-0.9181417621859422,-0.9241713459629053,-0.9181780834842571,0.20580967600417432,-0.3220938507042933,-0.9973948150304578,-0.8487171363915785,-0.10776818871381574
-0.846526908014914,-0.9258458146881567,-0.9251796775190662,-0.15031941135481586,-0.915326506274544,-0.9255920399929316,-0.9235864639372285,0.17647067528983218,-0.43439837940461856,-0.9976316412668922,-0.846526908014914,0.15711426702978887
-0.8496558312726836,-0.9265392806329843,-0.9257433766163323,-0.232539037852725,-0.9140589468454656,-0.9267704831193679,-0.9270653786745373,0.16361972790984414,-0.38681170503127815,-0.996131685554362,-0.8496558312726836,-0.25997236136279733
-0.845275344679731,-0.9264776409629939,-0.9258279790513967,-0.15416800082927873,-0.914087508807235,-0.9271584533990975,-0.9277900692470793,0.20120266279591714,-0.3808293989244447,-0.9974737651399995,-0.845275344679731,-0.0531479684907117
-0.827440559693466,-0.9257259547339184,-0.9252312466517882,-0.03059800085541342,-0.9133877495357579,-0.9275276311165767,-0.9291654701850409,0.18035011931450162,-0.44799457208271576,-0.9982632180510355,-0.827440559693466,0.002804945470346293
-0.8321339147404967,-0.9247653714555824,-0.9246884241225756,-0.025900913298378292,-0.9133085374435703,-0.9276008031582541,-0.9293819613731915,0.1881091923547329,-0.47464314914945926,-0.9971579647018325,-0.8321339147404967,-0.13510876861778423
-0.8310388005521644,-0.9240171207414273,-0.9235383275390808,0.09686061103641075,-0.9136698854192029,-0.927420807609072,-0.9286923402351046,0.15804280744769628,-0.5382732831668241,-0.9960527354448203,-0.8310388005521644,0.0021550092649701147
-0.8263454455051338,-0.8992696632078281,-0.9013610229690794,0.19467930455520466,-0.8908163470931295,-0.9039990564981322,-0.9048767161609342,0.1306436212411355,-0.6084296353111915,-0.9898950123756164,-0.8263454455051338,-0.19472158508323037
-0.8238423188347676,-0.8986155786673089,-0.9012213377351639,0.21489380186830842,-0.8871218579507362,-0.9030542438862266,-0.9065317599174392,0.15076859553896327,-0.5888511365262608,-0.9895792360296403,-0.8238423188347676,-0.12480852166736395
-0.8196182813886657,-0.8981344311736317,-0.9009143239641222,0.26274910242081484,-0.883984102066735,-0.9022402532375352,-0.9079150149961436,0.15076859553896327,-0.6038069795913831,-0.9897371121565328,-0.8196182813886657,-0.10416573902747975
-0.8214956114716285,-0.8972389250963537,-0.899696074956024,0.4731136771373392,-0.8842310196950608,-0.9016406626755646,-0.9065204454994216,0.151496164722551,-0.6532971126411996,-0.9866582506219309,-0.8214956114716285,0.044680446157353004
-0.820713395576998,-0.8966618795585495,-0.8985761381248603,0.4855948677847375,-0.8846916036694787,-0.9012167089749925,-0.9052645685037757,0.13622035671238963,-0.6647179165654157,-0.9853951211458352,-0.820713395576998,-0.1283140820155698
-0.8050688389673974,-0.8961344957599009,-0.8974163567260085,0.5232886576953413,-0.8849303414468248,-0.900581976492766,-0.903809633678365,0.15828533050889249,-0.6712440828270593,-0.9745006806104157,-0.8050688389673974,-0.10461052000397789
-0.8039737247790653,-0.895346845496112,-0.8957988808484982,0.6350895858561332,-0.8846386542302467,-0.8994421425542564,-0.9018765548130565,0.13791764815897523,-0.6840244852729415,-0.9760795864324876,-0.8039737247790653,-0.02486240079480613
-0.8077284147846145,-0.8945489330428015,-0.8944515784642202,0.6117803043827874,-0.8833085885431964,-0.8982429528726821,-0.9008081174885048,0.13913007847406167,-0.667980973763558,-0.976316412668922,-0.8077284147846145,-0.150641589033923
-0.8102315414549808,-0.893857166710109,-0.8939988397700236,0.3299182909682179,-0.8819872306276242,-0.8975064786907301,-0.9006279098565033,0.07802721641520405,-0.6481305449012221,-0.9775005920354758,-0.8102315414549808,-0.2737188059303336
-0.8285356738817982,-0.8934650522791594,-0.8934846340242169,0.3577848164157429,-0.8807932465731749,-0.8967906013053368,-0.9003674375613149,0.07245048094394901,-0.6891910530129189,-0.9810531301351375,-0.8285356738817982,-0.11740268310347825
-0.8290050213223508,-0.8931465756105076,-0.8935295039319215,0.18357593435093067,-0.880335922239488,-0.8965095672086142,-0.9002544266879879,0.08748358090202091,-0.6883752627807038,-0.982000483265257,-0.8290050213223508,-0.23320605738312167
-0.8466833571617649,-0.9021319289957754,-0.9037430295286755,-0.2900132095040906,-0.8882159184138868,-0.9026382987039481,-0.9046937591567029,0.16774169499570935,-0.6864718041042277,-0.9853161710362934,-0.8466833571617649,-0.21274454089893202
-0.8509073946078667,-0.9031309299600327,-0.9044091976692268,-0.30590397823106663,-0.8891020822150437,-0.9032662749348555,-0.9050743416679883,0.1648319732340373,-0.6720598211939154,-0.9833425387587036,-0.8509073946078667,-0.15146837278987968
-0.87234042045283,-0.9042206958575086,-0.9050090382210673,-0.31281235585252287,-0.8899476664747108,-0.9036871379036124,-0.9050919558254514,0.17550076803594106,-0.6807614280747992,-0.9865793005123891,-0.8723404204528301,-0.14501844898331445
-0.8731226661870843,-0.9049916625027722,-0.9053135060896089,-0.21030308940669573,-0.8904859406431971,-0.9041053494323859,-0.9053943579796673,0.19077639105520916,-0.7044187742900874,-0.9887897831186043,-0.8731226661870843,-0.09717889687228227
-0.8623279137713653,-0.9055312500407482,-0.905432688807842,-0.14313382567719812,-0.8907682423729109,-0.9045633810541671,-0.9060153972763071,0.18228993382228253,-0.7302515611246158,-0.987763479878943,-0.8623279137713653,-0.11155797851316682
-0.867021268818396,-0.9057704376863498,-0.905044076433965,0.06318499354855556,-0.8906051578597902,-0.9049094446046887,-0.906839704126459,0.1694389864422945,-0.7384092559853305,-0.9887108330090625,-0.867021268818396,-0.042473270751649944
-0.8624843629182162,-0.9058298777396863,-0.9047169579733263,0.05904345539482159,-0.889847432682435,-0.9054360185886495,-0.9085747243593855,0.17865282786791603,-0.734058478477568,-0.9901318386120508,-0.8624843629182162,-0.14240207345392678
-0.8541927371728635,-0.9097542055456953,-0.9104980257052622,0.16867047472814511,-0.8942287824257742,-0.9129843786886909,-0.9190651025596904,0.1796227351218067,-0.6894629830903239,-0.9902897388311344,-0.8541927371728635,-0.09130102032486642
-0.8394868754443681,-0.9096906706972863,-0.9099227304477473,0.22032254007386665,-0.8943918881211744,-0.9128714050955437,-0.918692354050707,0.16337720484864793,-0.7022433855362061,-0.9902897388311344,-0.8394868754443681,-0.10833560632271397
-0.8408948580867783,-0.9094794651594201,-0.9096395464924225,0.1290661065737444,-0.8939993872333556,-0.9125203410347573,-0.9183825139576197,0.1604674830869759,-0.7076818833535885,-0.9898950123756164,-0.8408948580867783,-0.183418314935723
-0.8390175280038155,-0.9097439070655229,-0.9099214031396314,-0.07050060532383662,-0.8938561675942222,-0.9124474528212437,-0.9183764208507306,0.16531701935642884,-0.6532971126411996,-0.9905265650675688,-0.8390175280038155,-0.24613967278813204
-0.8358886047460459,-0.9097851231638323,-0.9100145569789864,-0.013250171331981031,-0.8929827077233057,-0.9121425472070356,-0.9186097560357503,0.15949757583308566,-0.6772263889338929,-0.990447614958027,-0.8358886047460459,-0.10980661163085059
-0.8421464214219614,-0.9103929955931471,-0.9108154834860762,-0.24688430547587603,-0.8928961431949962,-0.9121243308587459,-0.9186561318301699,0.15949757583308566,-0.6416043786395785,-0.9898950123756164,-0.8421464214219614,-0.28618769004153305
-0.8405819896327003,-0.9108154127173211,-0.9113970890180673,-0.20178142601466198,-0.893492250936937,-0.9124049385000866,-0.9186373844280612,0.12070221063192577,-0.657104029994152,-0.9855530213649187,-0.8405819896327003,-0.11730259812414492
-0.8341677238099339,-0.9107570311412929,-0.9117693302352705,-0.14812356689386452,-0.8937714613235006,-0.9127632893854434,-0.9190682230681815,0.12045968757073,-0.689734913167729,-0.9851582949094008,-0.8341677238099339,-0.11340739405136857
-0.8377659646686324,-0.9104960207178161,-0.9120822905595951,-0.14403833899362528,-0.8940695429312887,-0.9129321428963513,-0.9191141341250924,0.13088595931143754,-0.6932699004432763,-0.9837372652142216,-0.8377659646686324,-0.13852098987516986
-0.8347934905577137,-0.9104668369863174,-0.912369604058318,-0.15002624618748617,-0.8943144733079743,-0.9132443353351297,-0.9194878881053465,0.11755015079995079,-0.6916383718442052,-0.9832636127413528,-0.8347934905577137,-0.143789748957731
-0.8418335529678833,-0.9108291527608559,-0.9129497576011473,-0.2703205951351326,-0.8949827348991304,-0.9135808271730478,-0.9195093363869677,0.07051066643616766,-0.6799456378425841,-0.9837372652142216,-0.8418335529678833,-0.20832888721096632
-0.8435544339039953,-0.9112000633711372,-0.9133207555274787,-0.20498631818113133,-0.8952541880678138,-0.9139962788651518,-0.9200581180139862,0.07923964673029049,-0.6628144060235805,-0.9841319916697395,-0.8435544339039953,-0.11326388636529588
-0.8563829953891515,-0.91190408989528,-0.9142531392881201,-0.4054110668475388,-0.8965147182440087,-0.9145538485961398,-0.9199491105196403,0.07778487834490067,-0.6002719404504768,-0.980895254008245,-0.8563829953891515,-0.26627671456873586
-0.8477784713500971,-0.9125085147127909,-0.914713964160964,-0.23992605865481154,-0.8969054595886299,-0.9146898964206234,-0.91984404752853,0.09112068685638697,-0.6266485355744562,-0.9834214888682453,-0.8477784713500971,-0.06783365495626317
-0.8372966172280798,-0.9135886010873013,-0.9157595917204625,-0.42568433531690864,-0.8980178183346021,-0.914930414403514,-0.9192605867920209,0.06760094467449562,-0.5850442191733084,-0.9842898918888231,-0.8372966172280798,-0.27449054002006157
-0.8604505538487789,-0.9145484807302459,-0.9162799851713113,-0.2583237565253669,-0.898723709439825,-0.9151830842253825,-0.9190841412356441,0.08336161381615614,-0.6383412695760773,-0.9843688419983648,-0.8604505538487789,-0.059112969389180606
-0.8563829953891515,-0.9154654406304514,-0.9168660373075652,-0.2975072853229166,-0.8996752526005609,-0.9156386170183037,-0.9190689586618133,0.07051066643616766,-0.6440516974708648,-0.9840530656523887,-0.8563829953891515,-0.16869119620697928
-0.8521589579430497,-0.9156852349556188,-0.9165958937952967,-0.0023923803507162056,-0.899754612529721,-0.9158560579173134,-0.9194153488462735,0.07269300400514522,-0.7125765210161611,-0.9862635241664129,-0.8521589579430497,0.022527738750788173
-0.8557571988017482,-0.9161076581282348,-0.9165900396599651,-0.07603061280143164,-0.8999408988661106,-0.9161646033781261,-0.9198373637287698,0.07051066643616766,-0.6894629830903239,-0.9861845740568711,-0.8557571988017482,-0.18735372111610316
-0.847934920496948,-0.9164424938157039,-0.91714116481012,-0.23850763549937715,-0.9005653599033365,-0.9167440321565529,-0.920370790097151,0.07366272626814219,-0.6503059336551034,-0.9864214243854965,-0.847934920496948,-0.2553521839056346
-0.8498122804195345,-0.9170160252088446,-0.9179531977855879,-0.3251208206083571,-0.9012990455493307,-0.9175421284280645,-0.9212248078408501,0.0770574941522062,-0.6222977580666937,-0.9853161710362934,-0.8498122804195345,-0.21057357802005428
-0.8576345587243346,-0.9180411554415111,-0.9193706939657165,-0.4848925680789633,-0.9029057756178818,-0.9186706277815555,-0.9218952800277771,0.059357010502765206,-0.5575799037397089,-0.9839741155428469,-0.8576345587243346,-0.29141682038962646
-0.8474655730563954,-0.9189289114487454,-0.9203323292657872,-0.3813108278735109,-0.9037352803085346,-0.9196169137326236,-0.9229459956797583,0.04286895716841066,-0.5709041663404011,-0.9847635684538828,-0.8474655730563954,-0.08296357964672024
-0.9209950010573671,-0.9446017422650406,-0.9430163406277057,0.366289465280236,-0.9437491110726122,-0.951062643927644,-0.946117435903655,0.10275938891218228,-0.2894629675307163,-0.9764743128880055,-0.9209950010573671,-0.17620693792988593
-0.9242803436223639,-0.9433004321169597,-0.9422526915756237,0.34012650329528427,-0.9438763335935292,-0.9504054490848464,-0.9447241900357546,0.09257564023267006,-0.2883752472210962,-0.9786847714020297,-0.9242803436223639,-0.15483971622830198
-0.9288172793621674,-0.9418181324299054,-0.9413681903818896,0.397370846437592,-0.9439520838047728,-0.9496337488325797,-0.9431576667685699,0.10397163423637545,-0.35445275193510617,-0.9785268952751371,-0.9288172793621674,-0.09091091375930971
-0.9317897534730861,-0.9408908478396132,-0.9413567981710732,0.10716102405798211,-0.9429870123897878,-0.9488922784191793,-0.9426316491845892,0.10275938891218228,-0.2946294834053347,-0.9776584922545594,-0.9317897534730861,-0.30760991962647377
-0.9396120317778863,-0.9403772242459716,-0.9414211476684755,0.08159358501008773,-0.9401894215583564,-0.9477852815450818,-0.9431263257176709,0.10081957440440092,-0.29816452254624104,-0.9809741800255958,-0.9396120317778863,-0.15727887861242157
-0.9314768551793844,-0.939846368641752,-0.9414994951114621,0.07339544975748846,-0.9359671739329434,-0.9465574437604896,-0.9447309506881718,0.10154695859709584,-0.3210061303946732,-0.9802636772241016,-0.9314768551793844,-0.14561288266987746
-0.9325719693677166,-0.9391758988725012,-0.9408832347914131,0.27960331837336505,-0.9337688154696704,-0.9454881118821354,-0.9447332654670602,0.13088595931143754,-0.37158398375410984,-0.9838951654333051,-0.9325719693677166,0.014624327269496668
-0.9311639568856827,-0.938907027490882,-0.9405298825655533,0.2092903191787885,-0.9317847050768805,-0.9446150949592531,-0.9449137847705404,0.13403820413430623,-0.37838208009315843,-0.9834214888682453,-0.9311639568856827,-0.18068305337843993
-0.9236545768745841,-0.9387036446043605,-0.9403172132518929,0.17246772805106092,-0.9290730850269613,-0.9437335261083764,-0.9457640885347496,0.14131223105214596,-0.40693406397101906,-0.9835793890873289,-0.9236545768745841,-0.16140838026356477
