Adj_Close,SMA_14,EMA_14,RSI,BB_upper,BB_middle,BB_lower,USD_JPY,VIX,Gold,Oil,Monthly_Return,MACD,ATR,OBV,Adj_Close_Lag_1,Adj_Close_Lag_2,Adj_Close_Lag_3,Adj_Close_Lag_5,Momentum,Volatility,Day_of_Week,Month
-0.750469310141023,-0.6372145713540109,-0.6395413958189619,0.18923434120101312,-0.7025019689851261,-0.6467138302290639,-0.6157449213431211,0.07261987366964417,-0.7675051000180011,-0.9769833638281837,-0.750469310141023,-0.2156869902872433,0.29191299555152417,0.9821583328689139,-0.9214839397215147,-0.6162093762100884,-0.6153196983669619,-0.6160864992985492,-0.6116987126860203,0.5394682659757984,-0.8755385324603615,0.0,0.20000000000000018
-0.755162724867301,-0.6352769163798415,-0.6379192611911197,0.39597949669900445,-0.7017555210603245,-0.6448420271060461,-0.6128890938491963,0.07470456974977191,-0.7906186379438382,-0.9715964955073718,-0.755162724867301,-0.03600888063860913,0.29533275413257176,0.9931449834106929,-0.92090614871582,-0.62402102304484,-0.6151512469278573,-0.61329279147849,-0.6091689062757057,0.5457517939113328,-0.8537170636975846,0.5,0.20000000000000018
-0.7507822084347247,-0.6340137617318408,-0.6363987522441672,0.4104120896029404,-0.7008602307856544,-0.6431435302465971,-0.6105531831201992,0.04968715641384058,-0.7718558775257636,-0.9731880575013512,-0.7507822084347247,-0.13244091439661096,0.29608275515229326,0.9999999999999996,-0.920526998244439,-0.6132693897065941,-0.6229844308501402,-0.6131234524572012,-0.6095059489473262,0.5551759774883587,-0.874681899585789,1.0,0.40000000000000013
-0.7700250059030236,-0.6638059827186984,-0.6654906400684362,-0.20724254889168825,-0.7060822550968945,-0.6608849029834688,-0.639793554722461,0.14628222792615286,-0.6712440828270593,-0.9779627808456534,-0.7700250059030236,-0.12853350867715171,0.22971241687844898,0.8902513569972554,-0.9220846850613378,-0.6582011505282918,-0.6498280508894869,-0.6579992581767039,-0.645330252959816,0.5030848130483763,-0.7066461536949652,-1.0,0.6000000000000001
-0.7712765990778303,-0.6661734501162032,-0.6673693035839787,-0.3096264689759618,-0.7089171051977599,-0.6632207448209857,-0.6411261264271485,0.1518415058376923,-0.6543847810854607,-0.9797992157751823,-0.7712765990778303,-0.21387502650435714,0.22857615264914397,0.8933980186856609,-0.9231952376077442,-0.6570221689011172,-0.6572587945955504,-0.647982970876841,-0.6553065238101264,0.4648386899310603,-0.7045597243280625,-0.5,0.6000000000000001
-0.7801939915709628,-0.6683680327464419,-0.6681238195292258,-0.18235228598549624,-0.7108751061371186,-0.6647498005679571,-0.6418785222671428,0.16226551642553044,-0.6628144060235805,-0.9813908151315258,-0.7801939915709628,-0.0750350530507082,0.24236939069877295,0.8935832526654939,-0.9224646790926169,-0.6642643022527981,-0.6560765624590991,-0.6554528676810495,-0.651248043062007,0.4974616770613461,-0.6985688012785873,0.0,0.6000000000000001
-0.793491870657048,-0.6690810880623455,-0.668409946580812,-0.1304047696646966,-0.7146108324261602,-0.6664951763766265,-0.6409781086050684,0.15844339688289644,-0.6766825287790827,-0.9810235057282015,-0.793491870657048,-0.11316719809699737,0.25857344983000796,0.893018292780758,-0.9219220799801356,-0.6578637697963058,-0.6633386627221379,-0.6542644062824005,-0.6412725411303392,0.5363808099955342,-0.7366782365362191,0.5,0.6000000000000001
-0.7903629473992784,-0.6704949449632763,-0.670956817169131,-0.36508931970927905,-0.716804439746076,-0.6688233438809295,-0.6430470947482582,0.14628222792615286,-0.6309993649475776,-0.9826151050845451,-0.7903629473992784,-0.31073441526294443,0.24234512826041538,0.8902391371023999,-0.9231119628003391,-0.6551693193646903,-0.6569204836885949,-0.6615647710497184,-0.648712021225999,0.4540415458662072,-0.700965394139488,1.0,0.6000000000000001
-0.774249073188749,-0.6728432164021453,-0.6739457303017589,-0.43190894320372175,-0.7188368082595411,-0.6713862090222203,-0.6457728946121294,0.14732457596621673,-0.5953773027879044,-0.9816356507047111,-0.774249073188749,-0.1996602148524454,0.225539789601693,0.8820213428551669,-0.9236475639300037,-0.6720112940210531,-0.6542186045270301,-0.6551127741907258,-0.6475283991290074,0.4535919064217958,-0.7109719946469952,-1.0,0.6000000000000001
-0.7543804492934232,-0.675677103661578,-0.6782373097241128,-0.5611365644063981,-0.7186898435368404,-0.6742886543544214,-0.6517303148477658,0.11118834171360481,-0.5725356949394723,-0.9788197987577125,-0.7543804492934232,-0.27024124423381424,0.19793116751963646,0.877070529670914,-0.9243728709877372,-0.6777375756162702,-0.671107013320784,-0.6523966586425793,-0.654799037506089,0.4468437340091963,-0.6956097519460247,-0.5,0.6000000000000001
