time,strategy,identifier,symbol,side,type,status,multiplier,time_in_force,asset.strike,asset.multiplier,asset.asset_type,price,filled_quantity,trade_cost
2016-01-04 09:30:00-05:00,MLTRADER,980d33c9033b429099fc05cebd7e8603,TSLA,buy,market,new,1,gtc,0.0,1,stock,,,
2016-01-04 09:30:00-05:00,MLTRADER,980d33c9033b429099fc05cebd7e8603,TSLA,buy,market,fill,1,gtc,0.0,1,stock,15.381333351135254,1950.0,0.0
