Adj Close,SMA_14,EMA_14,RSI,MACD,USD_JPY,VIX,Monthly_Return,Price_Change,Sentiment_Score
-0.9738216156343502,-1.0,-1.0,-0.5235417707108709,-0.8575333691852469,-0.9738216156343502,0.519418502563701,-0.4003812808563685,-0.350534225165211,0.0077702488812674275
-1.0,-0.9996823828419062,-0.9997605251858089,-0.20142297877539939,-0.8572655652706486,-1.0,-0.07108796108679627,-0.02971668830201346,-0.014935122556868907,0.0077702488812674275
-0.9433015036753769,-0.9992864049124864,-0.9993401241679839,-0.03360589595126795,-0.8566266740297225,-0.9433015036753769,-0.16920287426994518,-0.18156012421361264,-0.057631902812448954,0.0077702488812674275
-0.9509890621862551,-0.9990705920953391,-0.9992397938891349,-0.3467436581953709,-0.85674789957871,-0.9509890621862551,-0.3690665831008566,-0.5931179958401532,-0.5506597430675699,0.0077702488812674275
-0.9841652233699205,-0.9992716318785149,-0.9991206284587074,-0.31922305809036633,-0.8568150173646059,-0.9841652233699205,-0.5489438950570993,-0.34604696201661916,-0.32298538629109796,0.0077702488812674275
-0.8789409746595833,-0.9990538921863383,-0.998743229075894,-0.10634389938703093,-0.8563095900594915,-0.8789409746595833,-0.5948217153219613,-0.12290075355831903,-0.0646403271881073,0.0077702488812674275
-0.8181562037922987,-0.998631901156894,-0.9981742387787833,0.047030172989245056,-0.8554318387193632,-0.8181562037922987,-0.7279128013761327,-0.18174100212834407,-0.13240922255188886,0.0077702488812674275
-0.8822612797574307,-0.9983351585548512,-0.9979407094303755,-0.23401639918263983,-0.855369863234094,-0.8822612797574307,-0.6529639213943649,-0.5637343866902635,-0.5317314874345155,0.0077702488812674275
-0.9171996967688503,-0.9982789571334912,-0.9979675952163947,-0.44520289619040776,-0.8558813884348723,-0.9171996967688503,-0.33908703110814953,-0.562381604809735,-0.5264831805627994,0.0077702488812674275
-0.8960528216893864,-0.9981604528261179,-0.9978778367296718,-0.36065047933323746,-0.8560872484908733,-0.8960528216893864,-0.6561435577210775,-0.27334886211824105,-0.15840372392803959,0.0077702488812674275
-0.9397004145607459,-0.9982478054320671,-0.9980444828295134,-0.5681938702647731,-0.8568336142523665,-0.9397004145607459,-0.5721099282584806,-0.586342344558882,-0.5546553338027266,0.0077702488812674275
-0.9287437974450214,-0.9982673957684639,-0.9981194315889954,-0.512193760748137,-0.8573079872302388,-0.9287437974450214,-0.638428391535912,-0.30825633793319746,-0.2972175314793588,0.0077702488812674275
-0.9432504520359617,-0.9982317481210152,-0.998136383732534,-0.4727810833152739,-0.8576108483750641,-0.9432504520359617,-0.7174654001201937,-0.33112205184655974,-0.28345650145598245,0.0077702488812674275
-0.8992708286548177,-0.99812287830364,-0.9982237122231329,-0.5389332121057742,-0.8580398874626315,-0.8992708286548177,-0.5870997042548342,-0.44304410717302045,-0.41385650289131704,0.0077702488812674275
-0.8362639474978706,-0.9978200337201092,-0.9979400046616439,-0.258198883270115,-0.857617457008082,-0.8362639474978706,-0.7111060841474726,-0.03295321024079223,0.020772451925920254,0.0077702488812674275
-0.7389827103490734,-0.9976755162552853,-0.9976909671319595,-0.25597611885399996,-0.8573123067201555,-0.7389827103490734,-0.6134453737829281,-0.3738539924406855,-0.3320526767067546,0.0077702488812674275
-0.6097254152500402,-0.9975223276805518,-0.9972452245797592,-0.10059108211067969,-0.8566063027640859,-0.6097254152500406,-0.7833295739404283,-0.19390803644809482,-0.20305253336317639,0.0077702488812674275
-0.5769833878549901,-0.9973209666558278,-0.9970281887928774,-0.27252800010646894,-0.8564678472029603,-0.5769833878549901,-0.727458555238232,-0.4976629607801235,-0.4871166404261728,0.0077702488812674275
-0.5264911730838611,-0.9970377123512676,-0.9966468155265937,-0.143698081913465,-0.8559822375872465,-0.5264911730838611,-0.8550988175954836,-0.22720857198329303,-0.18368238924974117,0.0077702488812674275
-0.43495636302664886,-0.9963767857171952,-0.9952993848161521,0.3009703623234725,-0.8534277672700415,-0.43495636302664886,-0.817851457354254,0.34502798675426305,0.15883276973084903,0.0077702488812674275
-0.35230940956733026,-0.9944331863729196,-0.991367012699102,0.7416927540583114,-0.8454569155532777,-0.35230940956733026,-0.6915739767300004,0.9999999999999998,0.9999999999999999,0.0077702488812674275
-0.3962379813090595,-0.992049290514144,-0.9873526022051471,0.7889593645622943,-0.8380563254888548,-0.39623798130905996,-0.6661367128391159,-0.2096465852860581,-0.15299016197810564,0.0077702488812674275
-0.4310742950416482,-0.9886842814476505,-0.9821731264703869,0.8861825221690891,-0.8287928617096009,-0.4310742950416482,-0.8210311370002626,0.04933531138195918,0.0755495288490986,0.0077702488812674275
-0.4276518866649708,-0.9842617248177332,-0.9754912633781004,0.9632353745414579,-0.8170973182740939,-0.4276518866649708,-0.65932319404779,0.06261012906662572,0.11833414973955225,0.0077702488812674275
-0.43590120806300225,-0.9789322413340783,-0.9681610598089891,1.0,-0.8050601796088942,-0.43590120806300225,-0.6779468525087569,-0.13154840659630287,-0.12552798837274048,0.0077702488812674275
-0.4185341028361229,-0.9747116879248513,-0.9639197196872751,0.37362621558288067,-0.8008817826263844,-0.41853410283612336,-0.807404056098315,-0.6698695789624092,-0.6439293690457273,0.0077702488812674275
-0.31834136341197183,-0.9715644181485515,-0.9623067615644665,-0.07127310835448286,-0.8028017096936806,-0.31834136341197183,-0.8096752434685223,-0.7230438266279028,-0.7219741967142037,0.0077702488812674275
-0.25438963721867136,-0.9676367534190308,-0.9594466645853289,0.07155747819143388,-0.8017635013010987,-0.25438963721867136,-0.8087667511927209,-0.06757521681021522,0.009020913131638386,0.0077702488812674275
-0.3099642180618165,-0.9628969012171247,-0.9550111573193583,0.2286400105834594,-0.797337225692624,-0.3099642180618165,-0.5957302075977626,-0.026727176427428223,0.0454755576759866,0.0077702488812674275
-0.3265141073508806,-0.9561225633505357,-0.9471625822597269,0.45626560061254695,-0.7858257784130211,-0.3265141073508806,-0.7960481625665746,0.21696877733263686,0.2730392502065738,0.0077702488812674275
-0.30661858199784753,-0.9506328259879967,-0.9426570533265984,0.10651340394178899,-0.7826834366541511,-0.30661858199784753,-0.8014989862634945,-0.62851694859547,-0.5476421914533265,0.0077702488812674275
-0.314918955035294,-0.9450750047123743,-0.9387876324273604,0.10145982414948707,-0.7811855651263194,-0.314918955035294,-0.8228480782325692,-0.38092456459496005,-0.3406453645627936,0.0077702488812674275
-0.3335888513351901,-0.9396193093063769,-0.9354417141036957,0.10029658016992338,-0.7809323489491742,-0.3335888513351901,-0.9141494726243926,-0.37734361444929454,-0.32505534206736547,0.0077702488812674275
-0.34354918206797525,-0.9336436717632125,-0.9305024182777839,0.23515490327905608,-0.7771774149027806,-0.3435491820679748,-0.9064274615572653,-0.11251472525376721,-0.04935112702156452,0.0077702488812674275
-0.30787012657786317,-0.9296119545761677,-0.9272802887964692,0.07198608878431889,-0.777501525240624,-0.30787012657786317,-0.662048584236602,-0.49489236502218337,-0.47198711410593036,0.0077702488812674275
-0.27523020246164354,-0.9243984059269079,-0.9215570627697763,0.25293066516110807,-0.7722877076200616,-0.27523020246164354,-0.8828071822179834,-0.0235875991362427,0.013134895010317726,0.0077702488812674275
-0.14058403660051777,-0.9209171398656534,-0.9183035688060968,0.018869930357426234,-0.7729426939382389,-0.14058403660051777,-0.6911197305920997,-0.5464517645487416,-0.5435402644253884,0.0077702488812674275
-0.14510463978538013,-0.9185823801815134,-0.9155457736901403,0.01059631844717801,-0.7745889973760087,-0.14510463978538013,-0.7946854674721687,-0.38321955234617155,-0.33468336191534503,0.0077702488812674275
0.1004099037452515,-0.9169396981437569,-0.9129775681315724,0.02356218972696711,-0.7764679692460461,0.1004099037452515,-0.8264819606971824,-0.3565555360356337,-0.3198403002430724,0.0077702488812674275
0.11655118506540818,-0.9149334744996412,-0.9121482999213443,-0.17282699722419936,-0.7819536781789174,0.11655118506540862,-0.559845542450939,-0.5298761832347743,-0.4697140177132259,0.0077702488812674275
0.0652670853225854,-0.9124824582227229,-0.9126176778428556,-0.32567941482982565,-0.7897465354590194,0.06526708532258585,-0.47944588209154737,-0.5199471209023159,-0.48526044003325186,-0.9985602952644117
0.12061777939592888,-0.910783254211171,-0.9130408938635545,-0.327788717032679,-0.7966941690077592,0.12061777939592888,-0.8260277145592818,-0.3785315811114504,-0.336510622572795,-0.8134704176357103
0.13072580914656395,-0.9105468875052602,-0.9143279500505602,-0.44723654050760664,-0.8048783637979985,0.1307258091465635,-0.7374517536755664,-0.49801196335513476,-0.4536087567050948,-0.9999995194576985
0.10408776517259133,-0.911149365290508,-0.9130887217948657,-0.21210047233982898,-0.8067713250398829,0.10408776517259133,-0.7710651881328867,-0.041079698761708416,0.022136655058025367,-1.0
0.22795599465594574,-0.9097892954187715,-0.9104514659028644,-0.08143732604628395,-0.8054455995591703,0.22795599465594574,-0.8033159274958012,-0.19048022362014463,-0.16914592917943624,-1.0
0.19858512914457238,-0.9078505125155296,-0.9070630349755167,0.002676291494357219,-0.8026208499730064,0.19858512914457283,-0.6039064648027904,-0.25817182906548136,-0.21142477809023733,-0.9999721285465073
0.23436648276710015,-0.9059756384189124,-0.9042596668469113,-0.0168824639781211,-0.801358840869792,0.23436648276710015,-0.8814444871235775,-0.38971715669602525,-0.3636407120203173,-0.8735591689933925
0.16331468162336815,-0.9056866032595603,-0.9029095193489194,-0.1743526940108895,-0.803406141450394,0.1633146816233686,-0.14058597405234807,-0.48537843576224193,-0.44643957169338344,-0.9319908903595885
0.12681821534185556,-0.9048805173666804,-0.9017810790015631,-0.1804322016526938,-0.8057518959673432,0.12681821534185556,-0.3191006342334808,-0.3808625883938809,-0.27116818888667243,-0.9991522032444053
0.1464138610267205,-0.9068963757304984,-0.9034224236137784,-0.5240411324454619,-0.8139455681587224,0.1464138610267205,-0.7474449521129007,-0.6597978609402851,-0.6235120447595319,-0.9999955549837103
0.20267159854081962,-0.9072952440298881,-0.9033713531065855,-0.3701320991079693,-0.817670811557863,0.20267159854081918,-0.6992959877971275,-0.18495499534938503,-0.14876221904430872,-1.0
0.1418866328199493,-0.9073495176574016,-0.9027112623790281,-0.30950865168646224,-0.8197297448453861,0.14188663281994973,-0.6048149570785917,-0.30447558605935976,-0.26189291422141014,-0.9989295319554024
0.16461708298921396,-0.9090618887823139,-0.9052221194907513,-0.6529075424316835,-0.8285539553444755,0.16461708298921396,-0.5144219683239777,-0.7216261255988772,-0.6366018110901899,-0.999996756339464
-0.031528771544595546,-0.9100407541605847,-0.9073520880570233,-0.6477803376792215,-0.8357305420746696,-0.031528771544595546,-0.49852378669041486,-0.3698817383480084,-0.30103787397213744,-0.9999984382375198
-0.0645774984833083,-0.9092003044953539,-0.9068080121170139,-0.40063812606131743,-0.8364050686799398,-0.0645774984833083,-0.7983193499367819,-0.0416462196881377,-0.004760857682071129,-0.9999998798644245
-0.21822520144694346,-0.9079985611106374,-0.9056423294432666,-0.33640117867027297,-0.8356889493103381,-0.21822520144694346,-0.7188280952145997,-0.29516013880704633,-0.36065891757626256,-0.9999971167461905
-0.10352561257826665,-0.9068918785785259,-0.9057393003932837,-0.46323960597660707,-0.837833531983639,-0.1035256125782662,-0.7874177025429423,-0.4999775609603816,-0.46597269219281756,-0.9983963702717791
-0.3094535068140787,-0.9073341017383506,-0.9065149648770086,-0.5397155645227489,-0.841285466868839,-0.3094535068140787,-0.7220077315413121,-0.45964176529504996,-0.40511010046747964,-0.992980358193829
-0.3208442577184183,-0.9078482623316129,-0.9057654318268585,-0.3931194043527353,-0.8410974514331668,-0.3208442577184183,-0.8928003806553177,-0.19633713988583815,-0.08303727163926469,-0.9999973570173413
-0.3071550139188788,-0.9096547313884504,-0.906554666418824,-0.5537079371738507,-0.8443198191407238,-0.30715501391887834,-0.8223938320946687,-0.54108277692266,-0.5089575538998551,-0.9994185438150662
-0.3497809894411765,-0.9116497151387914,-0.907742701757123,-0.6074703497866205,-0.8481317368941691,-0.3497809894411765,-0.8282989019294891,-0.4402658360744478,-0.37350957012482433,-0.9999998798644245
-0.2638137308840105,-0.9132981779164878,-0.9091702527840304,-0.6506380663382687,-0.8521299010413507,-0.26381373088401094,-0.6570520499968788,-0.4287859413501532,-0.45344289948004635,-1.0
-0.06192125440503071,-0.9151929623276762,-0.9109336025889757,-0.7084330782788708,-0.8565090107141062,-0.06192125440503071,-0.8264819606971824,-0.44788600777010884,-0.4088368857681802,-0.9999931522722023
0.050964832142891936,-0.9149758646017616,-0.9109276352175723,-0.5194718103094531,-0.8566278923332614,0.050964832142891936,-0.794231221334268,-0.1586340083286025,-0.0898949862886042,-1.0
-0.03178422459525709,-0.9142799325162068,-0.908507150039602,-0.2724861090578492,-0.8514794429023032,-0.03178422459525709,-0.8873495569583979,-0.07255248576531143,-0.023184025310135692,-1.0
-0.054897756913721896,-0.9139594251029954,-0.90653193056917,-0.28829887854740033,-0.8478165802291422,-0.05489775691372145,-0.8451056191581493,-0.3894371007269813,-0.35257452841164566,-0.944375126217439
-0.07964591596140203,-0.9111622089801286,-0.9030319590917744,-0.1261660244013898,-0.8411781805396,-0.07964591596140203,-0.8700885935918371,-0.18410442319546513,-0.16169884083848432,-0.9999827004771427
