Adj Close,SMA_14,EMA_14,RSI,MACD,BB_upper,BB_middle,BB_lower,ATR,Stoch_K,Stoch_D,USD_JPY,VIX,Gold,Oil,Monthly_Return,Price_Change
-0.750469310141023,-0.8430145284224819,-0.8438126987758363,0.1892320456317147,0.46297594354922933,-0.8284957549635864,-0.8469509419465848,-0.8531491793483792,-0.8996033020083669,0.5603536182952802,0.7322024478711027,-0.2514911422197965,-0.7675051000180011,-0.9851582949094008,-0.750469310141023,-0.21569289745862794,-0.9299407879577182
-0.755162724867301,-0.8421760470630055,-0.8431098297093462,0.395976446663338,0.4659489556771289,-0.8272211040543067,-0.8461400477385561,-0.8527807289354046,-0.8888300923612741,0.5811883533686004,0.6467519962059665,-0.25003637383440713,-0.7906186379438382,-0.9816847069192809,-0.755162724867301,-0.03600985247734258,-0.8812984547422087
-0.7507822084347247,-0.8416294634998445,-0.8424509946156944,0.4104089387808434,0.4682022978959502,-0.8261784993226138,-0.8454042310714901,-0.8523388117346012,-0.8902000625723131,0.5548455079707633,0.5795773003341971,-0.2674943344226519,-0.7718558775257636,-0.9827109860667512,-0.7507822084347247,-0.1324425371861988,-0.9250120853568629
-0.7700250059030236,-0.8545212391509038,-0.8550565400442744,-0.20723469709844577,0.35520490018841455,-0.8392292913343311,-0.8530900823478349,-0.8549165692731866,-0.8207627543027509,-0.5314960724839226,-0.6235317784172323,-0.20008716770895196,-0.6712440828270593,-0.9857898476013531,-0.7700250059030236,-0.12853384010561972,-0.9107396457140691
-0.7712765990778303,-0.8555456858988078,-0.8558705622613508,-0.30962346777004135,0.3520183821733247,-0.8398240382651623,-0.854102003913688,-0.856315921462619,-0.8084244472534798,-0.7126439363065462,-0.6186220210808945,-0.19620772368428252,-0.6543847810854607,-0.986974026967907,-0.7712765990778303,-0.21387921290126702,-0.9468525176169054
-0.7801939915709628,-0.856495329552093,-0.8561975167040077,-0.18235649520244768,0.3541598613654761,-0.840159867464742,-0.8547644231884122,-0.8572824332334266,-0.8066272289167651,-0.636306059227685,-0.6299001005866487,-0.1889335117755495,-0.6628144060235805,-0.9880003302075684,-0.7801939915709628,-0.07504124800585127,-0.8821734427595151
-0.793491870657048,-0.8568039089506095,-0.8563215032942373,-0.13040449684083755,0.3581749934870927,-0.8397579715920446,-0.855520552823779,-0.8591264855110596,-0.814584486889434,-0.47007806569247934,-0.6091320972020349,-0.19160071047602578,-0.6766825287790827,-0.987763479878943,-0.793491870657048,-0.11316686513643964,-0.8829568231256897
-0.7903629473992784,-0.8574157229413297,-0.8574250727494966,-0.3650906786496795,0.351610747750637,-0.8406814382329689,-0.8565291497491947,-0.8602092734674778,-0.7886229420533237,-0.3681308116001386,-0.4926377641273352,-0.20008716770895196,-0.6309993649475776,-0.9887897831186043,-0.7903629473992784,-0.31073609400437685,-0.9648530612607662
-0.774249073188749,-0.8584318671949303,-0.858720179114245,-0.4319106594548521,0.3436611283971618,-0.8418980681498148,-0.8576394199127999,-0.8612124604303603,-0.7938388141974373,-0.508202311439184,-0.44932051554440056,-0.19935978351625705,-0.5953773027879044,-0.9881582063344609,-0.774249073188749,-0.19966185851869173,-0.9312362202463096
-0.7543804492934232,-0.8596581625391588,-0.8605797359379351,-0.5611394174392054,0.3305781409805994,-0.8445570691087687,-0.8588968057723276,-0.8611398904125832,-0.7825769142539345,-0.8224481547679783,-0.5684716177188232,-0.22457681714473443,-0.5725356949394723,-0.9863424742759547,-0.7543804492934232,-0.27024357518479886,-0.9570807349091182
-0.7543804492934232,-0.8607062345003327,-0.8625599175055874,-0.6184132515296428,0.31745051803306634,-0.8472616130868318,-0.8603403729226216,-0.8613850533886245,-0.7727550849119356,-0.8722372741898052,-0.7389311501621081,-0.22409195601323573,-0.526036740875752,-0.9878424299884848,-0.7543804492934232,-0.20646076521166679,-0.9268440528105468
-0.7082290550384996,-0.8627757773760952,-0.8653618515003394,-0.7608791130213692,0.2969881506893597,-0.851533003681692,-0.8622842777777961,-0.861121342651801,-0.7506670549890415,-0.9156420181186833,-0.8767035991456658,-0.22384943295203952,-0.41889872805004513,-0.9831846626318109,-0.7082290550384996,-0.3364651246899949,-1.0
-0.7246558275427306,-0.8639142816052336,-0.8663757002062358,-0.33983662054054675,0.29698166384404806,-0.8529138654278067,-0.8633004596186327,-0.8617873061657346,-0.730494377364522,-0.6781802270059746,-0.8279205635413592,-0.22506186326712596,-0.4980285652873424,-0.9863424742759547,-0.7246558275427306,0.12132817271111901,-0.7868175721813313
-0.755162724867301,-0.8646324997822941,-0.8670551545074547,-0.2893660752062255,0.3003793284653006,-0.8539616896834092,-0.8640795294156448,-0.862308095855891,-0.7437355801694827,-0.49413061714691064,-0.7000668485897064,-0.21633288297300313,-0.5200543829035594,-0.9870529770774489,-0.755162724867301,-0.10481317081840756,-0.8821778984204323
-0.7575093725511927,-0.866063615523868,-0.8687397422632512,-0.4575879340177307,0.29295531311849654,-0.8562583553215841,-0.8654306655714361,-0.8627589906939745,-0.730256163849692,-0.4134246489255978,-0.5302460978344576,-0.2199698039364768,-0.4915023990256988,-0.987368753423425,-0.7575093725511927,-0.33589084983916373,-0.9880777716984708
-0.7481226624571313,-0.8678937429319235,-0.8703590997948825,-0.4797471115634897,0.28686281810641423,-0.8585652179302545,-0.8667121782510577,-0.86306537993641,-0.6998700929258717,-0.47670086401459044,-0.4621174770743671,-0.22603158553012337,-0.46757312273300566,-0.9880003302075684,-0.7481226624571313,-0.16964505848272787,-0.8606619191399434
-0.7575093725511927,-0.8686279310112119,-0.8701488267723152,-0.10542796132961452,0.300299405109302,-0.8588950073763832,-0.8671186515579011,-0.8635417311959575,-0.6792342575934077,-0.35014757328031854,-0.4134307726604265,-0.20978605525696548,-0.5662814587552336,-0.9881582063344609,-0.7575093725511927,0.15570169855735266,-0.8416979810387244
-0.736389244999931,-0.8692982737560904,-0.8697773112010844,-0.06803850865182448,0.3140883862645041,-0.858761902215303,-0.8677659880043863,-0.8649214277303376,-0.6836558548132445,-0.02725216358031901,-0.282849662955433,-0.19766249206967235,-0.5893949966810708,-0.9872898033138833,-0.736389244999931,-0.10701886883881041,-0.8645486393203772
